,Код товара,Месяц,Направление продаж,"Продажи, шт"
1776,413,7,Розничная торговля,45
1777,413,7,Оптовая торговля,46
1778,413,8,Розничная торговля,45
1779,413,8,Оптовая торговля,45
1780,413,9,Розничная торговля,43
1781,413,9,Оптовая торговля,45
1782,346,7,Розничная торговля,48
1783,346,7,Оптовая торговля,49
1784,346,8,Розничная торговля,45
1785,346,8,Оптовая торговля,46
1786,346,9,Розничная торговля,42
1787,346,9,Оптовая торговля,43
1788,314,7,Розничная торговля,48
1789,314,7,Оптовая торговля,48
1790,314,8,Розничная торговля,47
1791,314,8,Оптовая торговля,46
1792,314,9,Розничная торговля,44
1793,314,9,Оптовая торговля,43
1794,624,7,Розничная торговля,41
1795,624,7,Оптовая торговля,45
1796,624,8,Розничная торговля,45
1797,624,8,Оптовая торговля,48
1798,624,9,Розничная торговля,42
1799,624,9,Оптовая торговля,43
1800,2,7,Розничная торговля,49
1801,2,7,Оптовая торговля,50
1802,2,8,Розничная торговля,49
1803,2,8,Оптовая торговля,51
1804,2,9,Розничная торговля,49
1805,2,9,Оптовая торговля,51
1806,495,7,Розничная торговля,27
1807,495,7,Оптовая торговля,27
1808,495,8,Розничная торговля,27
1809,495,8,Оптовая торговля,27
1810,495,9,Розничная торговля,27
1811,495,9,Оптовая торговля,27
1812,620,7,Розничная торговля,43
1813,620,7,Оптовая торговля,42
1814,620,8,Розничная торговля,41
1815,620,8,Оптовая торговля,40
1816,620,9,Розничная торговля,46
1817,620,9,Оптовая торговля,45
1818,285,7,Розничная торговля,46
1819,285,7,Оптовая торговля,46
1820,285,8,Розничная торговля,43
1821,285,8,Оптовая торговля,44
1822,285,9,Розничная торговля,50
1823,285,9,Оптовая торговля,51
1824,381,7,Розничная торговля,49
1825,381,7,Оптовая торговля,48
1826,381,8,Розничная торговля,44
1827,381,8,Оптовая торговля,44
1828,381,9,Розничная торговля,44
1829,381,9,Оптовая торговля,44
1830,111,7,Розничная торговля,45
1831,111,7,Оптовая торговля,47
1832,111,8,Розничная торговля,46
1833,111,8,Оптовая торговля,47
1834,111,9,Розничная торговля,43
1835,111,9,Оптовая торговля,45
1836,81,7,Розничная торговля,44
1837,81,7,Оптовая торговля,44
1838,81,8,Розничная торговля,46
1839,81,8,Оптовая торговля,46
1840,81,9,Розничная торговля,46
1841,81,9,Оптовая торговля,46
1842,91,7,Розничная торговля,42
1843,91,7,Оптовая торговля,42
1844,91,8,Розничная торговля,47
1845,91,8,Оптовая торговля,47
1846,91,9,Розничная торговля,42
1847,91,9,Оптовая торговля,42
1848,334,7,Розничная торговля,47
1849,334,7,Оптовая торговля,48
1850,334,8,Розничная торговля,45
1851,334,8,Оптовая торговля,46
1852,334,9,Розничная торговля,46
1853,334,9,Оптовая торговля,45
1854,15,7,Розничная торговля,48
1855,15,7,Оптовая торговля,48
1856,15,8,Розничная торговля,45
1857,15,8,Оптовая торговля,44
1858,15,9,Розничная торговля,42
1859,15,9,Оптовая торговля,42
1860,149,7,Розничная торговля,44
1861,149,7,Оптовая торговля,46
1862,149,8,Розничная торговля,46
1863,149,8,Оптовая торговля,46
1864,149,9,Розничная торговля,41
1865,149,9,Оптовая торговля,42
1866,204,7,Розничная торговля,42
1867,204,7,Оптовая торговля,39
1868,204,8,Розничная торговля,35
1869,204,8,Оптовая торговля,35
1870,204,9,Розничная торговля,52
1871,204,9,Оптовая торговля,49
1872,458,7,Розничная торговля,44
1873,458,7,Оптовая торговля,43
1874,458,8,Розничная торговля,42
1875,458,8,Оптовая торговля,41
1876,458,9,Розничная торговля,45
1877,458,9,Оптовая торговля,43
1878,222,7,Розничная торговля,45
1879,222,7,Оптовая торговля,45
1880,222,8,Розничная торговля,47
1881,222,8,Оптовая торговля,46
1882,222,9,Розничная торговля,43
1883,222,9,Оптовая торговля,44
1884,438,7,Розничная торговля,42
1885,438,7,Оптовая торговля,42
1886,438,8,Розничная торговля,46
1887,438,8,Оптовая торговля,46
1888,438,9,Розничная торговля,44
1889,438,9,Оптовая торговля,44
1890,448,7,Розничная торговля,45
1891,448,7,Оптовая торговля,45
1892,448,8,Розничная торговля,44
1893,448,8,Оптовая торговля,45
1894,448,9,Розничная торговля,45
1895,448,9,Оптовая торговля,45
1896,233,7,Розничная торговля,39
1897,233,7,Оптовая торговля,39
1898,233,8,Розничная торговля,44
1899,233,8,Оптовая торговля,44
